id,name,host_id,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,y
7586,"6 mins to Akiba,Family&Cozy&Design New hotel roomA",296387687,Chiyoda Ku,35.70095,139.77186,Private room,1,61,2020-04-01,3.06,91,16267
7587,Spring Sale★★Great Access to Tokyo Disney Resort!,310329651,Edogawa Ku,35.67924,139.85913,Entire home/apt,1,2,2020-02-11,0.48,1,9949
7588,Room in Central Tokyo!!,287289117,Shinagawa Ku,35.59853,139.72943,Private room,1,75,2019-12-26,1.21,146,6017
7589,SHIMOKITAZAWA AREA! KYODO STN 6MIN! 4PPL! 1K 25㎡!,246957453,Setagaya Ku,35.64921,139.63867,Entire home/apt,1,17,2019-10-29,1.11,0,15016
7590,HOYO東京Shibuya#202/10min from Shibuya Station,125301307,Shibuya Ku,35.657740000000004,139.69548,Entire home/apt,2,26,2020-03-03,1.95,245,7743
7591,~Big one room with private entrance~ 下町の広いﾜﾝﾙｰﾑ,148172195,Taito Ku,35.70451,139.78749,Private room,3,66,2019-11-23,2.0,61,4283
7592,"Cute and Clean Room AzabuJuban, Roppongi",119345063,Minato Ku,35.65404,139.73908,Private room,2,18,2020-03-02,3.03,17,4842
7593,MAX 6ppl/Easy access to NRT #H02,32575084,Arakawa Ku,35.73214,139.76263,Entire home/apt,2,73,2020-01-04,1.46,126,8972
7594,7mins to Ueno/4mins to Station/freewifi/*LV902,50841420,Taito Ku,35.70874,139.77759,Entire home/apt,1,8,2020-02-12,1.28,251,49766
7595,502☆1 minute by subway to AsakusaStation☆ freewifi,157731487,Sumida Ku,35.7125,139.80534,Entire home/apt,2,40,2020-02-05,1.71,161,6787
7596,Shinjuku丨4min from station丨 wifi丨one-602,258103705,Shinjuku Ku,35.69606,139.69003999999998,Entire home/apt,1,4,2020-03-30,0.85,146,15745
7597,L705 SHINJUKU KABUKICHO GYOEN GOLDENGAI,253378488,Shinjuku Ku,35.69512,139.70637,Entire home/apt,2,98,2020-02-24,2.15,350,40074
7598,"203位于上野秋葉原中心位置,温馨除菌房间,可寄存行李,附近大量餐厅购物出行方便,免费Wi-Fi!",35135366,Taito Ku,35.705020000000005,139.77397,Private room,1,34,2020-04-05,4.36,0,4995
7599,A Convenient Hostel Best Location C1 EXIT 1 minute,222669081,Toshima Ku,35.730940000000004,139.70696999999998,Entire home/apt,1,39,2020-02-07,1.65,82,7465
7600,Cozy studio room near Asakusa 20 min !  #202,148049239,Taito Ku,35.702040000000004,139.78521,Hotel room,1,22,2019-08-30,1.37,333,8218
7601,A9【Haneda/Shinagawa】Brand New Studio for 3/WIFI,300847561,Ota Ku,35.57275,139.7336,Entire home/apt,2,39,2020-04-16,3.35,165,12006
7602,Shibuya st 9min Walk.Mark’s monthly  Apartment,222226392,Shibuya Ku,35.65809,139.70944,Entire home/apt,30,1,2020-03-11,0.61,30,4780
7603,★2BR 5beds Shibuya Shinjuku Harajuku 10min. wifi,112158324,Shibuya Ku,35.677170000000004,139.71072,Entire home/apt,2,43,2020-01-03,2.31,47,17946
7604,Shinoby's Inn Annex,41013044,Nakano Ku,35.69106,139.67326,Entire home/apt,2,18,2020-03-28,2.32,357,30003
7605,Toden Hotel Family Room 205,61330265,Arakawa Ku,35.73229,139.79205,Hotel room,1,0,,,63,30049
7606,[Women's-only Dormitory] Higashi-nihombashi Sta. 3 min ! with wi-fi,45894463,Chuo Ku,35.690290000000005,139.78394,Shared room,1,32,2020-03-02,1.45,263,20057
7607,Asakusa/4min Bus Stop/Cozy room/PocketWiFi#minowa,37525225,Taito Ku,35.72487,139.7939,Entire home/apt,2,42,2020-03-19,3.21,364,19844
7608,[本町]COLORFUL HOUSE——IKEBUKURO\SHINJUKU|GINZA,339768828,Toshima Ku,35.74095,139.71385,Entire home/apt,1,9,2020-01-30,0.75,266,25157
7609,Long term stay type!Free Wifi! 2min (Website hidden by Airbnb),185159845,Itabashi Ku,35.775890000000004,139.69446000000002,Entire home/apt,25,2,2020-04-06,0.82,59,3884
7610,"女性限定,新宿徒步圈内,大久保车站3分钟,loft",243764469,Shinjuku Ku,35.70492,139.70093,Shared room,2,0,,,89,4166
7611,15min to Shinjuku/ Free Wi-Fi/Japanese Room(7ppl),278332793,Suginami Ku,35.7059,139.61301,Entire home/apt,7,6,2020-02-25,1.21,277,24994
7612,"4-min to bus st for Asakusa, own 1LDK New Bldg!(C)",296689302,Sumida Ku,35.72592,139.81172,Private room,1,10,2020-03-28,0.92,0,13187
7613,P:Free Wifi/Nishi-Shinjuku/Trad-Jpn house 5min sta,20428996,Shinjuku Ku,35.6901,139.68726,Private room,2,51,2020-01-02,0.96,63,8980
7614,10㎡ Simple Room w/Bath 1min JR Ikebukuro C1 EXIT,222669081,Toshima Ku,35.73173,139.70484,Entire home/apt,1,22,2020-03-24,1.2,82,8372
7615,"Uhome Asakusabashi Apartment 8F, max 8, 75m2",165921683,Taito Ku,35.70264,139.78141000000002,Entire home/apt,1,14,2020-03-09,1.45,175,899868
7616,JR Ryogoku 4min|Akihabara 4min★HUGE HOUSE★Max15|A,287000438,Sumida Ku,35.69353,139.79469,Entire home/apt,1,97,2020-04-19,1.94,3,13474
7617,JR･東京ﾒﾄﾛ新宿駅至近!お洒落な3階一戸建て!最大9名可能!歌舞伎町徒歩3分!JR新宿駅徒歩7分,118245621,Shinjuku Ku,35.695170000000005,139.71049,Entire home/apt,7,4,2020-04-12,4.0,364,20093
7618,Summer SALE!5min to station! Ryokan for 3 ! IN-203,120507923,Shinjuku Ku,35.69017,139.68757,Private room,1,25,2020-04-14,1.5,1,14896
7619,尹府A栋-池袋新築四室一厅一户建｡北池袋步行4分钟｡池袋步行12分钟｡购物交通超便利｡设施齐全｡,10986553,Toshima Ku,35.73857,139.71849,Entire home/apt,2,21,2020-01-21,0.83,359,40038
7620,"上野秋叶原步行5分钟｡附近大量餐厅,出行购物方便｡温馨独立除菌房源,存行李,免费Wi-Fi!长期优惠",35135366,Taito Ku,35.70466,139.77403,Entire home/apt,1,77,2020-03-10,4.21,275,23874
7621,Super NEW apt/3mins to JR/Free High Speed WiFi 2-2,20240186,Toshima Ku,35.73808,139.74821,Entire home/apt,1,3,2020-04-12,2.5,0,7713
7622,Private Room♪5min to Sta.&33min Ginza☆A1-7,207693509,Adachi Ku,35.77387,139.79293,Private room,30,0,,,83,1140
7623,9【海外帰国者歓迎】羽田空港送迎あり 品川駅･横浜駅に乗換なしでｱｸｾｽ可｡京急蒲田駅から徒歩5分｡,212553008,Ota Ku,35.56383,139.7277,Entire home/apt,1,0,,,355,2981
7624,Ikebukuro池袋2min from stationFree-Wifi designhouse,37312047,Toshima Ku,35.73297,139.69911000000002,Entire home/apt,1,9,2020-03-01,1.58,156,22037
7625,Spacious Japanese House/Free WiFi/3min.station,198555536,Chuo Ku,35.66455,139.78251,Entire home/apt,30,60,2019-05-24,1.62,89,15014
7626,Japanese cute room/Ueno&Asakusa/駅徒歩2分/最大13名/Wi-Fi,223100948,Taito Ku,35.72376,139.77592,Entire home/apt,3,34,2020-01-22,2.04,90,19917
7627,Quiet area.Spacious modern apart 3ppl☆WIFI #201,163538128,Shinagawa Ku,35.59344,139.71855,Entire home/apt,2,20,2020-03-22,4.35,351,29927
7628,"Near Skytree, Asakusa/  Station 3 mins walk /☆3DK",59104733,Sumida Ku,35.72097,139.81472,Entire home/apt,1,0,,,329,19644
7629,【 IoTﾙｰﾑ】ｽｰﾍﾟﾘｱ ﾀﾞﾌﾞﾙﾙｰﾑ,204726226,Chiyoda Ku,35.69641,139.77823999999998,Hotel room,1,0,,,0,12989
7630,大塚家族一户建,155318991,Toshima Ku,35.73431,139.72447,Entire home/apt,3,37,2020-01-06,1.58,204,23960
7631,【#501】2 mins walk from Meguro St. Free WiFi☆,70755252,Shinagawa Ku,35.63395,139.71558000000002,Entire home/apt,1,0,,,147,13988
7632,10min to Shinjuku:Mt. Fuji view from the rooftop,155715012,Nakano Ku,35.72104,139.64118,Private room,1,23,2019-05-01,0.37,174,15057
7633,AKIHABARA 2 STOPS! FOR 10ppl GROUP&FAMILY/10B,186681429,Sumida Ku,35.693690000000004,139.7976,Private room,1,3,2018-08-13,0.13,175,39882
7634,Tsukiji /Ginza 6mints   Monthly apartment,208420548,Chuo Ku,35.67132,139.77373,Entire home/apt,2,55,2020-01-14,1.77,123,9544
7635,Ikebukuro 15 min!  Good location for Eat and shop!,312991807,Toshima Ku,35.73007,139.72491000000002,Entire home/apt,1,3,2019-05-22,0.23,339,9912
7636,FF315 Nr Shinjuku/10mins to Shinjuku sta/3pax/WiFi,325757742,Shinjuku Ku,35.698159999999994,139.69406,Entire home/apt,1,27,2019-11-30,2.6,0,49864
7637,"Uhome Suite Kizuna Ikebukuro 401,5mn walk to stat.",165921683,Toshima Ku,35.73392,139.71199,Entire home/apt,1,8,2019-12-30,0.64,243,899886
7638,3min walk from JR koiwa station!! cozy apartment!!,331956594,Edogawa Ku,35.7321,139.88385,Entire home/apt,2,31,2020-02-26,1.58,170,6916
7639,1min->Station/Breakfast/Suite,51779608,Shinjuku Ku,35.6891,139.71946,Private room,1,0,,,50,15660
7640,Spacious Room Near Shinjuku! 12min Sta. Free Wifi!,232298663,Shibuya Ku,35.67881,139.67053,Entire home/apt,2,36,2020-03-31,2.48,313,99965
7641,"#120㎡ Big Skip-floor,Central Tokyo,150m from Sta.",217140240,Shinjuku Ku,35.68812,139.72105,Entire home/apt,2,7,2020-03-05,1.38,0,29985
7642,SN21 Shinjuku Akihabara Shibuya  WiFi free,25523994,Toshima Ku,35.72423,139.69787,Entire home/apt,1,2,2020-01-30,0.61,73,8320
7643,Akasaka Station 2 min on foot / 15 min to Roppongi! Non smoking universal twin room,55513694,Minato Ku,35.672979999999995,139.73706,Private room,1,0,,,0,19973
7644,Single villa in Tokyo/2 bathrooms/up to 13 people,226304031,Itabashi Ku,35.7647,139.67297,Entire home/apt,2,15,2020-02-16,2.25,236,30002
7645,连住优惠花筑双床房/距东京铁塔200米/步行3分钟至赤羽桥站/近新宿六本木/带浴缸/中英日文语言服务,179057869,Minato Ku,35.65757,139.7447,Hotel room,1,17,2020-01-11,1.29,338,14954
7646,"Floor rent, complete isolation stay in center TKO",214542628,Chiyoda Ku,35.674490000000006,139.75961,Entire home/apt,1,171,2020-03-13,3.31,0,24990
7647,NEW⭐︎max2⭐︎MeguroRiver⭐︎Harajuku/Shibuya/Ebisu⭐︎,260325941,Meguro Ku,35.63336,139.70949,Entire home/apt,1,22,2020-04-24,3.84,61,11969
7648,☆New Year Sale☆ 6 mins walk to JR IKEBUKURO Sta.!,261336555,Toshima Ku,35.72605,139.71211,Entire home/apt,1,2,2020-04-01,1.58,341,20110
7649,Good access from airport!,48803190,Shinagawa Ku,35.61042,139.71364,Entire home/apt,1,31,2020-03-25,2.8,328,12925
7650,305◇ Ikebukuro Station◇Guest house,320467240,Toshima Ku,35.73444,139.71895,Shared room,1,2,2020-02-26,0.85,343,3071
7651,KN01 ☆彡大森駅徒歩5分☆彡お洒落な3LDK一軒家☆☆最大9名様宿泊可能‼お子様大歓迎‼,229317655,Ota Ku,35.58455,139.72967,Entire home/apt,1,7,2020-03-01,1.68,169,16761
7652,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓202,181737248,Itabashi Ku,35.74775,139.71827,Private room,1,17,2020-02-26,2.28,91,5503
7653,PEGASUS HOTEL (Western Style room) 301,196519476,Taito Ku,35.695640000000004,139.7871,Private room,1,3,2020-03-06,0.95,180,8241
7654,NEW OPEN T201 Shinjuku Area ⭐︎ 2 min to Sta.,138144460,Shinjuku Ku,35.70088,139.69818999999998,Entire home/apt,1,12,2020-03-09,2.24,0,45145
7655,ROPPONGI HILLS 12MIN. AZABUJUBAN STA 5MIN. 65㎡,55344665,Minato Ku,35.65441,139.73488,Entire home/apt,1,31,2020-04-14,5.0,0,19888
7656,max 9 stay !! 3 min walk from JR statation.,331956594,Edogawa Ku,35.73243,139.88581000000002,Entire home/apt,1,16,2018-06-18,0.56,365,22027
7657,Tokyo Machiya Apt #2: 30sqm WiFi&Bike,195941608,Arakawa Ku,35.748670000000004,139.78301000000002,Entire home/apt,30,22,2020-03-14,0.72,128,6554
7658,GuesthouseSensu Bunk Bed in 12-Bed FemaleDormitory,288649450,Ota Ku,35.55259,139.74131,Hotel room,1,1,2019-06-16,0.09,78,3507
7659,100% LADIES ONLY Spacious Tatami Room near Shibuya,25098992,Meguro Ku,35.622170000000004,139.67709,Private room,3,13,2020-02-19,0.57,87,2987
7660,Cental Shibuya! Spacious House for 5 People! S404,105077504,Shibuya Ku,35.659279999999995,139.69381,Entire home/apt,1,64,2020-03-07,3.08,279,10161
7661,早稲田駅より徒歩10分｡9人宿泊可｡新宿区､池袋､東京､上野に便利｡早稲田大学近く｡,258117572,Shinjuku Ku,35.71095,139.72109,Entire home/apt,1,11,2020-01-23,1.67,170,12982
7662,Cross Culture Community【202】,206537226,Toshima Ku,35.72676,139.69011,Private room,1,21,2019-11-27,0.72,1,6161
7663,Next to Shinjuku Sta. 3Bedrooms. Max 10ppl.,343171763,Shinjuku Ku,35.70146,139.70377,Entire home/apt,2,29,2020-03-15,3.63,303,35151
7664,"Asakusa Area,65㎡ 2BR Single Building,5mins to Sta.",217140240,Taito Ku,35.71004,139.78852,Entire home/apt,1,22,2020-03-06,2.22,161,18943
7665,"MACHIYA Apt B,Simple style,3 stops to UENO",141293131,Arakawa Ku,35.74856,139.78361999999998,Entire home/apt,1,65,2020-03-08,3.18,0,6739
7666,"ｴﾆｰﾛｰﾄﾞ平塚201 · 201,Togoshi-ginza St,Shinagawa-ku,新築物件,Wifi付,戸越銀座駅",26386727,Shinagawa Ku,35.61687,139.71172,Entire home/apt,3,4,2020-02-17,0.49,349,13037
7667,EXsaison Sugamo 403,12753688,Toshima Ku,35.73274,139.73883,Hotel room,1,33,2020-01-18,1.64,64,9800
7668,Ikebukuro 2mins Room105,210252612,Toshima Ku,35.73543,139.69541999999998,Entire home/apt,1,27,2020-03-31,2.01,335,8146
7669,新宿迄二駅の高立地です｡池袋駅迄は 一駅です｡静かな住宅街です｡,207899022,Toshima Ku,35.74166,139.71996,Private room,7,7,2019-02-09,0.26,181,2929
7670,Shinjuku area 2bed rooms 2bathrooms ★3min station,325731116,Shinjuku Ku,35.68857,139.71758,Entire home/apt,2,45,2020-01-21,2.59,257,34579
7671,成田･羽田から電車乗換なし/駅5分/浅草9分/ｽｶｲﾂﾘｰ6分/上野14分/TDR直通ﾊﾞｽ/#201,139071677,Katsushika Ku,35.74958,139.85929,Entire home/apt,2,9,2020-01-21,1.53,242,9376
7672,立地最高!駅近･買い物便利!改装したばかりの綺麗なお部屋です｡113,35183712,Shinjuku Ku,35.69888,139.70478,Private room,2,22,2020-03-13,2.3,55,7690
7673,★LICENSED★TokyoSkytree&Asakusa&Akihabara /#OM21,189615055,Sumida Ku,35.71904,139.81166000000002,Entire home/apt,1,71,2020-03-15,2.64,217,10123
7674,Comfy&near Shinjuku 5-beds! 5-room 84㎡ house,74944276,Shinjuku Ku,35.71333,139.68337,Entire home/apt,31,10,2019-05-01,0.62,0,19809
7675,別邸 大久保,16698055,Shinjuku Ku,35.70188,139.69126,Entire home/apt,3,0,,,84,15003
7676,5 Mix Dormitory with Bunk Beds in Asakusa,4626879,Taito Ku,35.70759,139.79268000000002,Shared room,1,4,2019-06-13,0.18,81,16673
7677,HOYO東京Nishi Shinjuku#901/2min from Subway station,303026256,Shibuya Ku,35.68847,139.68238,Entire home/apt,2,24,2020-04-19,1.98,210,17326
7678,Elegant modern apartment 1 min to station#101,174504697,Shinjuku Ku,35.69914,139.70719,Entire home/apt,1,73,2020-02-09,2.8,141,9414
7679,【EG-PT3】ﾍﾞｯﾄﾞ+ﾐﾆｸﾛｰｾﾞｯﾄ(ﾍﾟｯﾄ要相談),208854242,Edogawa Ku,35.73981,139.89729,Private room,7,21,2020-03-29,0.52,0,7582
7680,B & B Nagomi Standard Twin Single Night,320793414,Itabashi Ku,35.78511,139.67885,Hotel room,1,1,2019-03-28,0.08,81,5502
7681,"駅から徒歩7分
[新宿 秋葉原 東京 成田空港]直通≪ｱｸｾｽ便利≫
ｺﾝﾋﾞﾆ ｽｰﾊﾟｰ 飲食店近い",335995304,Katsushika Ku,35.72208,139.85515,Entire home/apt,1,22,2020-03-21,2.04,86,18266
7682,Shinjuku 1stop/FreeWiFi/4mins to Sta./2ppl,226002770,Shinjuku Ku,35.70239,139.70373,Entire home/apt,30,2,2020-04-03,0.29,216,5515
7683,Shinjuku area/20㎡/free wifi/3 stations #12,339101354,Shinjuku Ku,35.69534,139.71626,Entire home/apt,2,100,2020-03-27,2.39,124,6884
7684,STANDARD BUNK BED (#303) *No breakfast,220489385,Taito Ku,35.716590000000004,139.79412,Private room,1,0,,,305,13046
7685,"6-minute walk from Shimbashi Sta, Superior Double",245739130,Minato Ku,35.66749,139.75368999999998,Private room,1,1,2019-12-25,0.24,337,9545
7686,"2min from station Near Nippori,Ueno 日暮里上野東京",56681984,Arakawa Ku,35.7311,139.77889,Private room,1,2,2019-10-08,0.2,180,8073
7687,HIZ HOTEL Ginza 803 MAX4 Luxury Apartment Hotel,208180651,Chuo Ku,35.67343,139.77353,Entire home/apt,2,47,2020-03-18,4.01,136,18005
7688,东京市中心超级地段04#新宿5分钟#池袋精品全新公寓#JR山手线两站可用#免费wifi#独立卫浴,208549971,Toshima Ku,35.72496,139.70757,Entire home/apt,1,52,2020-03-27,2.58,179,10503
7689,"OnSale!SHINAGAWA 5min,SHIBUYA 10min/Wifi/MAX9Guest",343358096,Shinagawa Ku,35.5988,139.7232,Entire home/apt,1,143,2020-01-03,3.12,173,17955
7690,Complete private room,152530935,Edogawa Ku,35.7259,139.88111999999998,Private room,2,2,2020-01-26,0.61,82,2962
7691,HOTEL CEN/Deluxe double room,130057322,Shinjuku Ku,35.6999,139.70192,Private room,1,0,,,310,10145
7692,"合法民宿Tokyo,Edogawa station 3min!",38092840,Edogawa Ku,35.7397,139.89491999999998,Private room,2,80,2019-12-31,2.22,316,11964
7693,匯家KAIKE 押上浅草步行8分可达天空树 4分到押上站 榻榻米全新装修 轻松可达机场 301,260536243,Sumida Ku,35.71095,139.81297,Private room,1,0,,,174,13929
7694,★Free WiFi★ 2-bed for 3 people#404,226640813,Chuo Ku,35.6721,139.77445,Entire home/apt,1,1,2020-01-18,0.29,365,100090
7695,"5 mins to Ikebukuro Famouse Shopping, Street 203",143706131,Itabashi Ku,35.74471,139.70398,Entire home/apt,2,24,2020-01-05,1.3,130,8755
7696,Room in Mejiro/Ikebukuro (3 of 3),205793682,Toshima Ku,35.72607,139.70363,Private room,3,220,2020-01-05,2.69,352,1977
7697,Akihabara 12min|DirectAirport|Private|Max10|Annex,71575594,Taito Ku,35.70317,139.78195,Entire home/apt,1,26,2020-03-29,2.37,191,14990
7698,東京新宿區櫻花街公寓免費WiFi,49661789,Shinjuku Ku,35.69276,139.68506000000002,Entire home/apt,2,0,,,89,8696
7699,【MONTHLY!】HOUSE IN ASAKUSA. SKY TREE! MAX 16 PP!!,183407445,Taito Ku,35.71938,139.80443,Entire home/apt,30,0,,,362,33876
7700,New Open! Under Raiway Hotel Akihabara#J,89612532,Chiyoda Ku,35.70151,139.77388,Private room,1,4,2020-01-24,0.94,148,8014
7701,大人の空間 in 新大久保(ﾃﾚﾜｰｸ利用､平日5日間貸出で安くなります),270972192,Shinjuku Ku,35.69932,139.70301,Entire home/apt,1,14,2020-03-03,2.68,174,12220
7702,"Ginza,Tsukiji,Kabuki-za are close!Wi-Fifree★forMen",201942933,Chuo Ku,35.67026,139.77176,Shared room,1,19,2020-02-03,0.96,0,3415
7703,"Hostel, 5 min from Sta./ Standard Double en-suite",147026065,Taito Ku,35.71688,139.79379,Private room,1,0,,,153,9956
7704,♪NEW OPEN♪Daily cleaning/Asakusa 6 min/3persons,102812806,Sumida Ku,35.70597,139.7984,Private room,1,2,2020-02-16,0.76,0,18186
7705,Shinjuku10min by train new apartment Max 5 ppl 303,36409545,Shinjuku Ku,35.711859999999994,139.68262,Entire home/apt,2,77,2020-03-18,3.18,135,9060
7706,◆Asakusa private chambre 2◆ Ascenseur / Free Wifi,120696887,Taito Ku,35.719770000000004,139.79402,Private room,2,55,2019-11-19,2.8,154,6692
7707,Nr Skytree!/7mins to Akihabara/7mins to sta/LK201,6809418,Sumida Ku,35.69307,139.81075,Entire home/apt,1,20,2020-03-25,2.75,241,50005
7708,! March Final SALL!*MAX3people*5minStation,48411031,Toshima Ku,35.728640000000006,139.69272,Entire home/apt,2,10,2020-02-09,1.21,178,9056
7709,3 mins to Shinjuku Sta! Cozy Apt  Free Wifi. #203,167448786,Shinjuku Ku,35.701370000000004,139.69526000000002,Entire home/apt,2,3,2020-03-22,1.55,224,10082
7710,方圆民宿!新宿!免费口袋Wi-Fi+优越的地理位置+干净整洁的房间!两张大床!,283923267,Shinjuku Ku,35.70496,139.69866000000002,Entire home/apt,2,32,2019-10-27,1.78,0,16280
7711,Near Skytree Brandnew Free Wifi#302,160395873,Sumida Ku,35.70133,139.80043999999998,Entire home/apt,2,20,2020-03-07,2.47,124,99892
7712,"Serviced Apt 6  ""My Tokyo"" - Tokyo Station & Ginza",233094602,Chuo Ku,35.67264,139.77432,Entire home/apt,32,17,2018-04-12,0.37,364,11143
7713,"*Higashi-shinjuku sta. 3mins. 3ppl, 2 bedsWifi 407",230128516,Shinjuku Ku,35.697340000000004,139.70376000000002,Entire home/apt,2,15,2020-03-22,3.06,40,8983
7714,CozyHostel5minShinOkuboSt.Private room for 4 - TH7,268909256,Shinjuku Ku,35.69948,139.70442,Private room,1,0,,,302,15944
7715,"102｢Rs,Kojima｣★许可★浅草上野秋叶原附近单间公寓",291745199,Taito Ku,35.70441,139.78342,Entire home/apt,1,0,,,233,9070
7716,东京大学旁/120㎡一户建/舒适/2浴2卫/ 秋葉原步行10分/上野至近/JR站7分/新宿直达10分,190539142,Bunkyo Ku,35.70468,139.76621,Entire home/apt,2,2,2020-03-20,1.13,114,35825
7717,13 min to Shinjuku!3 min walk to station! Room 201,33170407,Setagaya Ku,35.666940000000004,139.62336000000002,Entire home/apt,2,76,2020-04-04,4.01,244,6008
7718,六本木なのに閑静な環境のﾏﾝｼｮﾝ,46668906,Minato Ku,35.664120000000004,139.72788,Entire home/apt,3,15,2020-02-27,1.91,33,8966
7719,★Free Wi-Fi★7min walking to Ginza!  3-3h,16406686,Chuo Ku,35.67178,139.77406000000002,Entire home/apt,1,7,2019-11-15,0.63,365,99966
7720,Long term stay type!FreeWifi! 1min (Website hidden by Airbnb),185159845,Shinjuku Ku,35.689609999999995,139.71165,Entire home/apt,25,0,,,85,10155
7721,一軒家まるまる貸し(1･2階)WIFI完備/洗濯機あり/池袋から電車で5分十条駅から徒歩5分立地良し,226273334,Kita Ku,35.75806,139.72104,Entire home/apt,1,23,2020-01-18,1.5,90,17542
7722,New open#新宿･大久保#Max10ppl#Wi-Fiあり#駅近!#戸建,256708544,Shinjuku Ku,35.70104,139.69496,Entire home/apt,2,1,2020-02-04,0.35,180,24292
7723,Newly constructed 1R Mansion!Near Ueno Asakusa !,44839765,Taito Ku,35.72825,139.79693999999998,Entire home/apt,1,71,2020-03-29,3.32,81,4846
7724,Yasuragi~やすらぎ~4Bed &3 shower room & two toilet,67686079,Ota Ku,35.54853,139.73588999999998,Entire home/apt,2,34,2020-03-12,2.73,330,18626
7725,"Uhome Kanda Hotel, one stop to Tokyo sta. KD501",165921683,Chiyoda Ku,35.693909999999995,139.77247,Entire home/apt,1,57,2020-01-26,2.38,0,900038
7726,Economy Single 5 with Breakfast(1guest),31936413,Shibuya Ku,35.655390000000004,139.69292,Private room,1,0,,,173,10049
7727,Lovely Simple Private Double Bed Room/Free WiFi,235158390,Shinjuku Ku,35.70243,139.69596,Entire home/apt,1,1,2020-04-20,1.0,50,3033
7728,"【BRT103】池袋繁华商圈!多条地铁,直达新宿､涩谷､银座､秋叶原､上野等商圈;交通便利",161702799,Toshima Ku,35.73642,139.70866,Entire home/apt,1,10,2020-02-23,1.4,0,8269
7729,(#02)Tokyo Skytree 1min! Asakusa 3min! wi-fi FREE,290344657,Sumida Ku,35.71094,139.8094,Entire home/apt,1,81,2020-03-16,1.75,108,19808
7730,DJﾎｽﾃﾙ銀座 男女共用のﾄﾞﾐﾄﾘｰﾍﾞｯﾄ24台のうち1台利用 1名様利用ﾌﾟﾗﾝ-B,43142259,Chuo Ku,35.67284,139.77445,Shared room,1,1,2020-02-11,0.38,338,2900
7731,【RENOVATED!!】7 MINS WALK-SHIBUYA FAMILY HOUSE#3,226783748,Shibuya Ku,35.65742,139.71048000000002,Entire home/apt,2,5,2020-03-31,0.71,241,25010
7732,Semi-Double Room (Breakfast Included),254667806,Chiyoda Ku,35.69436,139.75695,Private room,1,1,2019-10-16,0.15,0,9188
7733,★SHEN HOUSE★COZY★supermarkets nearby★,208180651,Ota Ku,35.58648,139.68163,Entire home/apt,2,3,2020-03-22,1.08,0,5141
7734,★2mins to JR★ Antique apt. in central Tokyo for 6p,37312047,Toshima Ku,35.73129,139.72716,Entire home/apt,1,7,2020-02-24,1.64,288,14551
7735,Cozy apartment in Ikebukuro Area #2,206795432,Toshima Ku,35.72317,139.71335,Entire home/apt,1,25,2020-03-12,2.47,77,7976
7736,IKEBUKURO North Apt. 3 Min Station/FreeWi-Fi/#201,247956261,Toshima Ku,35.73975,139.71922,Entire home/apt,2,29,2020-04-26,2.48,299,5960
7737,"【YUKI TOKYO由季東京/106 Tomato】直达新宿,秋叶原,浅草寺,皇居,近迪斯尼各商圈",156866616,Koto Ku,35.68945,139.83901,Entire home/apt,2,8,2020-02-22,1.34,262,7996
7738,3//  NEW!即決!北千住駅徒歩6分､浅草ｽｶｲﾂﾘｰ上野秋葉原銀座渋谷原宿六本木等直通!,92957376,Adachi Ku,35.74655,139.79979,Private room,1,2,2020-02-08,0.65,270,4805
7739,Akasaka! Great location♪Robot hotel / Semi Double room with LG Styler (no smoking) free Wifi & Handy Smartphone,202601184,Minato Ku,35.67259,139.73821,Private room,1,0,,,51,20070
7740,"SHIBUYA Crossing, Japanese Elegance 303, Wi-Fi",252933301,Shibuya Ku,35.6591,139.69643,Entire home/apt,4,202,2020-03-14,4.49,53,13433
7741,"ZEN-Lodge ~ 5 bedroom,  3-story private building",339976431,Katsushika Ku,35.73997,139.8537,Entire home/apt,3,105,2020-03-15,2.6,65,47972
7742,Work desk/Central TKO/Discover local life&culture,17133875,Bunkyo Ku,35.72175,139.76308999999998,Private room,4,75,2020-03-16,1.28,53,5495
7743,Near Ueno#Cozy Hotel#6min to Subway#40min airport,222160638,Bunkyo Ku,35.73001,139.76112,Private room,1,0,,,181,49998
7744,Near Ueno/Asakusa#3mins to Skytree#60㎡ cozy room,41764578,Sumida Ku,35.71247,139.81445,Private room,1,32,2020-02-05,3.24,34,20036
7745,西1F    Asakusa Sta.   4 min . Senshouji  8 min,158349359,Taito Ku,35.71638,139.79121,Entire home/apt,2,20,2020-03-10,1.25,175,29925
7746,BIG SALE WACLASS NIPPORI 25㎡ Studio ★ Ueno park A6,60140616,Arakawa Ku,35.72651,139.78053,Private room,30,11,2020-01-14,0.51,278,7381
7747,"D东京池袋站步行4分钟!新宿5分钟!302温馨超大独立房间!免费存行李箱,微:hefuyan7190",256538783,Toshima Ku,35.73636,139.7111,Entire home/apt,2,51,2020-01-20,1.79,181,18000
7748,￮New apartment OPEN!Ikebukuro!WiFi free!2rd floor￮,126434559,Toshima Ku,35.73079,139.72051000000002,Entire home/apt,1,11,2020-02-24,1.37,34,14814
